2024-10-04 13:09:46,432 INFO    StreamThr :3919 [internal.py:wandb_internal():86] W&B internal server running at pid: 3919, started at: 2024-10-04 13:09:46.432246
2024-10-04 13:09:46,435 DEBUG   HandlerThread:3919 [handler.py:handle_request():146] handle_request: status
2024-10-04 13:09:46,436 INFO    WriterThread:3919 [datastore.py:open_for_write():85] open: /root/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20241004_130946-drqbv9b0/run-drqbv9b0.wandb
2024-10-04 13:09:46,437 DEBUG   SenderThread:3919 [sender.py:send():380] send: header
2024-10-04 13:09:46,437 DEBUG   SenderThread:3919 [sender.py:send():380] send: run
2024-10-04 13:09:46,853 INFO    SenderThread:3919 [dir_watcher.py:__init__():211] watching files in: /root/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20241004_130946-drqbv9b0/files
2024-10-04 13:09:46,853 INFO    SenderThread:3919 [sender.py:_start_run_threads():1124] run started: drqbv9b0 with start time 1728083386.432038
2024-10-04 13:09:46,872 DEBUG   HandlerThread:3919 [handler.py:handle_request():146] handle_request: check_version
2024-10-04 13:09:46,872 DEBUG   SenderThread:3919 [sender.py:send_request():407] send_request: check_version
2024-10-04 13:09:47,135 DEBUG   HandlerThread:3919 [handler.py:handle_request():146] handle_request: run_start
2024-10-04 13:09:47,149 DEBUG   HandlerThread:3919 [system_info.py:__init__():32] System info init
2024-10-04 13:09:47,150 DEBUG   HandlerThread:3919 [system_info.py:__init__():47] System info init done
2024-10-04 13:09:47,150 INFO    HandlerThread:3919 [system_monitor.py:start():194] Starting system monitor
2024-10-04 13:09:47,150 INFO    SystemMonitor:3919 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-10-04 13:09:47,151 INFO    HandlerThread:3919 [system_monitor.py:probe():214] Collecting system info
2024-10-04 13:09:47,151 INFO    SystemMonitor:3919 [interfaces.py:start():190] Started cpu monitoring
2024-10-04 13:09:47,152 INFO    SystemMonitor:3919 [interfaces.py:start():190] Started disk monitoring
2024-10-04 13:09:47,153 INFO    SystemMonitor:3919 [interfaces.py:start():190] Started gpu monitoring
2024-10-04 13:09:47,155 INFO    SystemMonitor:3919 [interfaces.py:start():190] Started memory monitoring
2024-10-04 13:09:47,155 INFO    SystemMonitor:3919 [interfaces.py:start():190] Started network monitoring
2024-10-04 13:09:47,163 DEBUG   HandlerThread:3919 [system_info.py:probe():196] Probing system
2024-10-04 13:09:47,176 DEBUG   HandlerThread:3919 [system_info.py:_probe_git():181] Probing git
2024-10-04 13:09:47,179 DEBUG   HandlerThread:3919 [system_info.py:_probe_git():189] Probing git done
2024-10-04 13:09:47,179 DEBUG   HandlerThread:3919 [system_info.py:probe():244] Probing system done
